N,T,batch,order_position,repetition,elapsed_ns,seed,checksum,time_s,vectors_per_s,elements_per_s,ns_per_element,gflop_per_s_3flop_convention,x_payload_gb_per_s
16384,4096,5,4,29,68891865,42,44120056.6544,0.068891865,237821.983771,974118845.527,1.02656878531,2.92235653658,7.79295076422
16384,4096,5,4,30,69935468,42,44120056.6544,0.069935468,234273.115896,959582682.71,1.04211968184,2.87874804813,7.67666146168
16384,512,5,5,25,8537840,42,5365761.84264,0.00853784,1918986.53524,982521106.041,1.0177898407,2.94756331812,7.86016884833
16384,512,5,5,26,8623069,42,5365761.84264,0.008623069,1900019.58699,972810028.541,1.02794992924,2.91843008562,7.78248022833
16384,512,5,5,27,8586577,42,5365761.84264,0.008586577,1908094.45953,976944363.278,1.02359974384,2.93083308983,7.81555490622
16384,512,5,5,28,8596489,42,5365761.84264,0.008596489,1905894.37153,975817918.222,1.02478134632,2.92745375467,7.80654334578
16384,512,5,5,29,8478355,42,5365761.84264,0.008478355,1932450.33972,989414573.936,1.01069867611,2.96824372181,7.91531659149
16384,512,5,5,30,8609545,42,5365761.84264,0.008609545,1903004.16573,974338132.851,1.02633774281,2.92301439855,7.79470506281
16384,256,5,6,25,4429049,42,2602783.10434,0.004429049,3699213.98476,946998780.099,1.05596756935,2.8409963403,7.57599024079
16384,256,5,6,26,4935767,42,2602783.10434,0.004935767,3319443.56369,849777552.303,1.17677855492,2.54933265691,6.79822041843
16384,256,5,6,27,4222828,42,2602783.10434,0.004222828,3879864.39419,993245284.913,1.00680065155,2.97973585474,7.94596227931
16384,256,5,6,28,4131914,42,2602783.10434,0.004131914,3965232.57744,1015099539.83,0.98512506485,3.04529861948,8.12079631861
16384,256,5,6,29,4279680,42,2602783.10434,0.00427968,3828323.61298,980050844.923,1.02035522461,2.94015253477,7.84040675938
16384,256,5,6,30,4463606,42,2602783.10434,0.004463606,3670574.86705,939667165.964,1.06420660019,2.81900149789,7.51733732771
16384,32,5,7,25,409393,42,352736.719945,0.000409393,40020225.0649,1280647202.08,0.780855178833,3.84194160623,10.2451776166
16384,32,5,7,26,449170,42,352736.719945,0.00044917,36476167.1527,1167237348.89,0.8567237854,3.50171204666,9.3378987911
16384,32,5,7,27,409797,42,352736.719945,0.000409797,39980770.9671,1279384670.95,0.781625747681,3.83815401284,10.2350773676
16384,32,5,7,28,445225,42,352736.719945,0.000445225,36799371.1045,1177579875.34,0.849199295044,3.53273962603,9.42063900275
16384,32,5,7,29,408308,42,352736.719945,0.000408308,40126571.1179,1284050275.77,0.778785705566,3.85215082732,10.2724022062
16384,32,5,7,30,439319,42,352736.719945,0.000439319,37294084.7084,1193410710.67,0.837934494019,3.580232132,9.54728568534
16384,1024,5,8,25,17214095,42,10771937.6728,0.017214095,951778.179451,974620855.758,1.0260400176,2.92386256727,7.79696684606
16384,1024,5,8,26,17347296,42,10771937.6728,0.017347296,944469.96235,967137241.447,1.03397941589,2.90141172434,7.73709793157
16384,1024,5,8,27,17291728,42,10771937.6728,0.017291728,947505.072946,970245194.697,1.03066730499,2.91073558409,7.76196155757
16384,1024,5,8,28,17118053,42,10771937.6728,0.017118053,957118.195627,980089032.322,1.02031546831,2.94026709696,7.84071225857
16384,1024,5,8,29,17325506,42,10771937.6728,0.017325506,945657.806473,968353593.829,1.03268063068,2.90506078149,7.74682875063
16384,1024,5,8,30,17202410,42,10771937.6728,0.01720241,952424.689331,975282881.875,1.02534353733,2.92584864563,7.802263055
